Date,Close
2023-01-01,100.0
2023-01-02,102.12614265622389
2023-01-03,100.16873021663108
2023-01-04,101.1083402386911
2023-01-05,98.75935065055198
2023-01-06,97.00019910515466
2023-01-07,99.55761637163899
2023-01-08,97.32512985299229
2023-01-09,96.31187009019163
2023-01-10,98.627179985708
2023-01-11,93.90948915514363
2023-01-12,98.13363595215871
2023-01-13,97.19378199431868
2023-01-14,95.32526046031073
2023-01-15,93.29111629230948
2023-01-16,89.149489534738
2023-01-17,89.66875393291852
2023-01-18,89.15202351898141
2023-01-19,89.2154421290859
2023-01-20,88.59250135100312
2023-01-21,86.93440378491039
2023-01-22,88.53582835409446
2023-01-23,89.91247096811291
2023-01-24,90.76613676574354
2023-01-25,91.61758587031564
2023-01-26,93.2470298654239
2023-01-27,97.70959091510895
2023-01-28,95.82722057322651
2023-01-29,95.99321330181967
2023-01-30,97.70898263076903
2023-01-31,99.31992779729522
2023-02-01,99.7134965880598
2023-02-02,101.59382248590445
2023-02-03,101.80108045730277
2023-02-04,103.97567546976092
2023-02-05,97.09478131445249
2023-02-06,98.16303918610996
2023-02-07,97.15633770519277
2023-02-08,94.82939678853266
2023-02-09,96.28567766139129
2023-02-10,94.91964143698169
2023-02-11,96.13959922022659
2023-02-12,94.2383274685917
2023-02-13,95.72499243660243
2023-02-14,94.61199511118521
2023-02-15,93.20129710545987
2023-02-16,92.72716234110659
2023-02-17,94.77372791027138
2023-02-18,97.15546908221765
2023-02-19,93.88063847890065
2023-02-20,94.2507428219403
2023-02-21,94.72981262883218
2023-02-22,96.10727091553831
2023-02-23,95.2039757893927
2023-02-24,97.85532489374445
2023-02-25,98.90999283477173
2023-02-26,98.39206796011489
2023-02-27,98.19262992994071
2023-02-28,99.50508935632139
2023-03-01,95.21935888552983
2023-03-02,95.76949524850669
2023-03-03,96.03542792288671
2023-03-04,91.30943268074758
2023-03-05,93.27415657458891
2023-03-06,94.07967495843629
2023-03-07,93.99123160468027
2023-03-08,94.6129248993276
2023-03-09,91.64784267443036
2023-03-10,90.4219077145145
2023-03-11,91.81660370127153
2023-03-12,89.68030997861764
2023-03-13,88.56877634012142
2023-03-14,88.71395209329374
2023-03-15,92.29116161030949
2023-03-16,94.63758542291426
2023-03-17,97.36641403981888
2023-03-18,95.67448736137217
2023-03-19,96.39246956099235
2023-03-20,98.56703051219522
2023-03-21,97.12082724218882
2023-03-22,98.20419714493703
2023-03-23,97.2506666233736
2023-03-24,95.03868817735051
2023-03-25,97.62163798241637
2023-03-26,95.3520829960239
2023-03-27,94.51095909901457
2023-03-28,92.64723975993047
2023-03-29,89.93281635883646
2023-03-30,89.02772267495577
2023-03-31,87.7619393420887
2023-04-01,87.4077658906164
2023-04-02,86.99663850982596
2023-04-03,87.3039808430851
2023-04-04,85.9513609313857
2023-04-05,88.29173862548284
2023-04-06,91.01860177410428
2023-04-07,88.64657944585085
2023-04-08,86.29506224667621
2023-04-09,87.71237371828315
2023-04-10,88.56421155316728
2023-04-11,86.95363042304707
2023-04-12,85.52812077896586
2023-04-13,86.52119656607191
2023-04-14,89.06341782628978
2023-04-15,87.54193415113225
2023-04-16,89.17162826811293
2023-04-17,86.38143039003255
2023-04-18,86.10536967368617
2023-04-19,85.25528315911473
2023-04-20,86.57450377173531
2023-04-21,87.3390394161277
2023-04-22,90.54537688451143
2023-04-23,92.41659902255054
2023-04-24,93.3907695875974
2023-04-25,95.95976090457698
2023-04-26,99.41414144783612
2023-04-27,98.0902265098106
2023-04-28,97.54626723090688
2023-04-29,97.45963274306854
2023-04-30,96.77381901225638
2023-05-01,94.7271653566196
2023-05-02,96.67476429644145
2023-05-03,94.38714643674173
2023-05-04,91.67460067605555
2023-05-05,90.21522193858318
2023-05-06,90.26291199509251
2023-05-07,89.47509287140419
2023-05-08,89.92659801403325
2023-05-09,91.44369993598256
2023-05-10,91.5223830279948
2023-05-11,86.82823890642786
2023-05-12,86.09422475119963
2023-05-13,85.08835668624855
2023-05-14,86.5441544225721
2023-05-15,87.83408853834568
2023-05-16,88.84541793304403
2023-05-17,88.95017705239124
2023-05-18,86.85529153267103
2023-05-19,86.93035373843303
2023-05-20,85.95287954287065
2023-05-21,85.24526318006161
2023-05-22,87.13224763537168
2023-05-23,85.50153361740465
2023-05-24,85.21334642698842
2023-05-25,83.56227870033175
2023-05-26,83.62647902223854
2023-05-27,84.60721517406579
2023-05-28,85.13017928619246
2023-05-29,82.7226766296306
2023-05-30,83.86951581887006
2023-05-31,84.10986092495541
2023-06-01,86.84038786309692
2023-06-02,85.40623570926951
2023-06-03,84.87966636855701
2023-06-04,82.19698890808691
2023-06-05,82.93637191021325
2023-06-06,81.68221425174069
2023-06-07,82.67407066993873
2023-06-08,83.43631272216015
2023-06-09,85.04945821112864
2023-06-10,85.59062155282568
2023-06-11,85.97323282598673
2023-06-12,80.75514190037148
2023-06-13,79.47530814799782
2023-06-14,79.65740926323268
2023-06-15,80.3186676333811
2023-06-16,77.09424518540597
2023-06-17,74.95395352168717
2023-06-18,75.29841488168053
2023-06-19,74.06924342907973
2023-06-20,74.92139873640026
2023-06-21,74.18892899150843
2023-06-22,73.31069519606945
2023-06-23,72.21362746957558
2023-06-24,72.98634839259897
2023-06-25,73.42458558234782
2023-06-26,72.33046547966373
2023-06-27,71.47086009025124
2023-06-28,73.13637189840273
2023-06-29,73.4600957815487
2023-06-30,76.49577174953654
2023-07-01,78.55958020378665
2023-07-02,78.3279233584009
2023-07-03,76.82422933140903
2023-07-04,77.64507948295622
2023-07-05,79.13166001732839
2023-07-06,80.51219699094962
2023-07-07,78.64357076235711
2023-07-08,78.1364170777727
2023-07-09,78.74491326111118
2023-07-10,76.3315959991729
2023-07-11,72.51704861821504
2023-07-12,71.15576030284025
2023-07-13,71.55467301801339
2023-07-14,73.77434239761175
2023-07-15,73.8590841009592
2023-07-16,73.15931333020004
2023-07-17,72.71865033862106
2023-07-18,72.80335882393645
2023-07-19,74.95677052681545
2023-07-20,75.12938868416737
2023-07-21,75.32390624485261
2023-07-22,74.46342746212162
2023-07-23,76.12330064602605
2023-07-24,77.08663162255121
2023-07-25,76.72199127317876
2023-07-26,79.541654503632
2023-07-27,81.02509421906294
2023-07-28,82.19685142997939
2023-07-29,80.7231819442824
2023-07-30,81.29306439683783
2023-07-31,83.51467805585247
2023-08-01,82.87602006065966
2023-08-02,84.58259133050393
2023-08-03,83.20454544579073
2023-08-04,81.65891703278938
